cp Contig Position Type Wave Centre Width slope p_crab p_wave p_diff Var.Ex Fst LG av ref_p_wave ref_p_crab p_waveRaw p_crabRaw HsRaw HtRaw FstRaw invRui sel selFst
Contig100005_1370 Contig100005 1370 NC NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.792682926829268 0.875 0.273711704342653 0.277099754610351 0.0122268252184561 FALSE FALSE FALSE
Contig100005_1371 Contig100005 1371 NC NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.792682926829268 0.875 0.273711704342653 0.277099754610351 0.0122268252184561 FALSE FALSE FALSE
Contig100005_1374 Contig100005 1374 NC NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.939024390243902 0.875 0.16663258477097 0.168682146044022 0.0121504339440691 FALSE FALSE FALSE
Contig100064_29077 Contig100064 29077 Cline 1 88.5835775626639 1.3291371534281 0.151856691205681 0.709807565615798 0.879802160379956 0.169994594764157 4.54350989982885 0.0443086964551578 17 36 0.879802160379956 0.709807565615798 0.85 0.661016949152542 0.351573542085608 0.369430838839414 0.0483373202137269 FALSE FALSE FALSE
Contig10010_32172 Contig10010 32172 Cline 1 90.2988981285028 1 0.182844474298652 0.551363841694925 0.734208315993577 0.182844474298652 3.27329901864544 0.0364242353865321 15 52.7 0.734208315993577 0.551363841694925 0.682926829268293 0.524193548387097 0.46595244735029 0.478550574579944 0.0263255921084464 FALSE FALSE FALSE
Contig10010_32230 Contig10010 32230 NC NA NA NA NA NA NA NA NA NA 15 52.7 NA NA 0.646341463414634 0.5 0.478584176085663 0.489292088042832 0.0218844984802432 FALSE FALSE FALSE
Contig10010_32297 Contig10010 32297 Cline 1 91.1972291146754 1 0.185544544704492 0.554407247670965 0.739951792375457 0.185544544704492 4.33937967189374 0.0376931419971297 15 52.7 0.739951792375457 0.554407247670965 0.682926829268293 0.5234375 0.465988458727599 0.478706881802824 0.0265682896124806 FALSE FALSE FALSE
Contig100134_20875 Contig100134 20875 NC NA NA NA NA NA NA NA NA NA 15 53 NA NA 0.536585365853659 0.3828125 0.484928600849104 0.496751647985528 0.0238007205096744 FALSE FALSE FALSE
Contig100134_20941 Contig100134 20941 NC NA NA NA NA NA NA NA NA NA 15 53 NA NA 0.731707317073171 0.8125 0.348655469214753 0.35191919802201 0.00927408571513447 FALSE FALSE FALSE
Contig100134_20944 Contig100134 20944 NC NA NA NA NA NA NA NA NA NA 15 53 NA NA 0.731707317073171 0.8125 0.348655469214753 0.35191919802201 0.00927408571513447 FALSE FALSE FALSE
Contig100148_8155 Contig100148 8155 Cline 2 91.668867020209 2.56616147343473 0.143741105214266 0.105251449712711 0.30261181303622 0.197360363323508 8.58363401804268 0.0600044863764221 1 81 0.69738818696378 0.894748550287289 0.8125 0.911290322580645 0.233184020551509 0.238063784469303 0.0204977163102402 LGC1.2 FALSE FALSE
Contig100148_8221 Contig100148 8221 Cline 2 91.5696174172233 1 0.226252171240219 0.15267578221231 0.378927953452529 0.226252171240219 11.8856922483014 0.0655808629821163 1 81 0.621072046547471 0.84732421778769 0.7375 0.84375 0.3254296875 0.33107421875 0.0170491416435608 LGC1.2 FALSE FALSE
Contig100148_8224 Contig100148 8224 NC NA NA NA NA NA NA NA NA NA 1 81 NA NA 0.225 0.2578125 0.36572021484375 0.366258544921875 0.00146980892483972 LGC1.2 FALSE FALSE
Contig100169_2489 Contig100169 2489 Cline 2 86.4494414464834 7.73643261327897 0.0516376615447908 0.426303154379205 0.823559725690857 0.397256571311652 22.5896767173339 0.168322450136081 12 29.6 0.176440274309143 0.573696845620795 0.292682926829268 0.5 0.457019631171921 0.478509815585961 0.0449106449106449 FALSE FALSE FALSE
Contig100169_2518 Contig100169 2518 Cline 2 87.515931637703 8.09633123344426 0.0732688388124342 0.103054335171693 0.694745107284385 0.591690772112692 43.4099982201837 0.365023674845893 12 29.6 0.305254892715615 0.896945664828307 0.378048780487805 0.854838709677419 0.359217390173953 0.472881708462271 0.240365225074861 FALSE FALSE FALSE
