cp Contig Position Type Wave Centre Width slope p_crab p_wave p_diff Var.Ex Fst LG av ref_p_wave ref_p_crab p_waveRaw p_crabRaw HsRaw HtRaw FstRaw invRui sel selFst
Contig100005_1370 Contig100005 1370 NoCline NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.92741935483871 0.727272727272727 0.265659802547278 0.285689138810296 0.0701088474921622 FALSE FALSE FALSE
Contig100005_1371 Contig100005 1371 NoCline NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.92741935483871 0.727272727272727 0.265659802547278 0.285689138810296 0.0701088474921622 FALSE FALSE FALSE
Contig100005_1374 Contig100005 1374 NoCline NA NA NA NA NA NA NA NA NA 6 47.4 NA NA 0.887096774193548 0.909090909090909 0.182800715508123 0.183042586493065 0.00132139186609902 FALSE FALSE FALSE
Contig100064_29077 Contig100064 29077 NoCline NA NA NA NA NA NA NA NA NA 17 36 NA NA 0.616666666666667 0.454545454545455 0.484322773186409 0.497464416896235 0.02641725370393 FALSE FALSE FALSE
Contig10010_32172 Contig10010 32172 NoCline NA NA NA NA NA NA NA NA NA 15 52.7 NA NA 0.596774193548387 0.590909090909091 0.482370292653142 0.482387492367627 3.56553906494419e-05 FALSE FALSE FALSE
Contig10010_32230 Contig10010 32230 NoCline NA NA NA NA NA NA NA NA NA 15 52.7 NA NA 0.596774193548387 0.590909090909091 0.482370292653142 0.482387492367627 3.56553906494419e-05 FALSE FALSE FALSE
Contig10010_32297 Contig10010 32297 NoCline NA NA NA NA NA NA NA NA NA 15 52.7 NA NA 0.596774193548387 0.590909090909091 0.482370292653142 0.482387492367627 3.56553906494419e-05 FALSE FALSE FALSE
Contig100134_20875 Contig100134 20875 NoCline NA NA NA NA NA NA NA NA NA 15 53 NA NA 0.588709677419355 0.590909090909091 0.483866130322237 0.483868549032086 4.99869200901634e-06 FALSE FALSE FALSE
Contig100134_20941 Contig100134 20941 Cline 1 20.9262242100285 23.2223843548398 0.0108887013461022 0.619811932295664 0.872801288799803 0.252989356504139 9.55242927193279 0.0846893048810922 15 53 0.872801288799803 0.619811932295664 0.862903225806452 0.636363636363636 0.349706207376957 0.375366300169417 0.0683601398976904 FALSE FALSE FALSE
Contig100134_20944 Contig100134 20944 Cline 1 28.9255676673074 6.69700732758925 0.0962395373054919 0.615567469642247 0.853236086406148 0.237668616763901 11.9599898013353 0.0725120286508448 15 53 0.853236086406148 0.615567469642247 0.838709677419355 0.636363636363636 0.366680713100163 0.387152673265624 0.0528782611593013 FALSE FALSE FALSE
Contig100148_8155 Contig100148 8155 Cline 2 71.0834298746689 0.379983389175802 0.614727936338736 0.134874609614 0.353456765170246 0.218582155556246 12.6668637916667 0.0647229318734045 1 81 0.646543234829754 0.865125390386 0.669354838709677 0.909090909090909 0.303963566704793 0.33270025842571 0.0863741190250207 LGC1.2 FALSE FALSE
Contig100148_8221 Contig100148 8221 Cline 2 71.0766052560357 0.212633665212759 1.41735527381202 0.249954088274757 0.422418392534776 0.17246430426002 5.16468094051744 0.0333205581437234 1 81 0.577581607465224 0.750045911725243 0.588709677419355 0.863636363636364 0.359899188173476 0.397691529570609 0.0950292842242267 LGC1.2 FALSE FALSE
Contig100148_8224 Contig100148 8224 Cline 2 36.0451537518759 59.8499999999999 0.00434900066081905 0.593215757562724 0.853503447112743 0.260287689550019 6.56662981991344 0.0846448055490604 1 81 0.146496552887257 0.406784242437276 0.137096774193548 0.545454545454545 0.366235132996792 0.449613167671416 0.185443934185571 LGC1.2 FALSE FALSE
Contig100169_2489 Contig100169 2489 Cline 2 22.2469139539733 0.185359833784286 1.65051344270968 0.49998693357092 0.739494187514537 0.239507253943618 11.1417833383743 0.0608537617435166 12 29.6 0.260505812485463 0.50001306642908 0.346774193548387 0.545454545454545 0.474455736534774 0.494192677651551 0.0399377449511579 FALSE FALSE FALSE
Contig100169_2518 Contig100169 2518 Cline 2 22.8763210785615 0.0940076846100728 8.44834936100152 0.325042593241824 0.671100001349005 0.346057408107181 17.6429125921688 0.119807817959085 12 29.6 0.328899998650995 0.674957406758176 0.387096774193548 0.818181818181818 0.38601319218101 0.478930349756194 0.194009750316481 FALSE FALSE FALSE
Contig100209_14094 Contig100209 14094 NoCline NA NA NA NA NA NA NA NA NA 12 29.6 NA NA 0.282258064516129 0.636363636363636 0.433993408209424 0.496688786216149 0.126226683079254 FALSE FALSE FALSE
Contig1003_21108 Contig1003 21108 NoCline NA NA NA NA NA NA NA NA NA 4 10.6 NA NA 0.887096774193548 1 0.100156087408949 0.106529656607701 0.0598290598290599 FALSE FALSE FALSE
