pC1992 pW0000 pS2005 pS2018 pS2021 cp
0.527777777777778 0.435064935064935 0.435483870967742 0.444444444444444 0.411764705882353 Contig97_112452
0.5 0.025974025974026 0.0161290322580645 0 0 Contig104_91612
0.0277777777777778 0.0584415584415584 0 0.0222222222222222 0 Contig270_17211
0.0833333333333333 0.168831168831169 0 0.0333333333333333 0.0147058823529412 Contig527_39487
0.555555555555556 0.837662337662338 0.887096774193548 0.822222222222222 0.794117647058823 Contig552_63063
0.138888888888889 0.772727272727273 0.17741935483871 0.422222222222222 0.514705882352941 Contig565_25660
0.833333333333333 0.246753246753247 0.838709677419355 0.566666666666667 0.5 Contig565_41612
0.416666666666667 0.792207792207792 0.258064516129032 0.377777777777778 0.485294117647059 Contig565_76406
0 0.214285714285714 0.0161290322580645 0.0111111111111111 0.0294117647058824 Contig607_24497
0.583333333333333 0.850649350649351 0.67741935483871 0.833333333333333 0.764705882352941 Contig658_47181
0.222222222222222 0.75974025974026 0.548387096774194 0.488888888888889 0.441176470588235 Contig832_41061
0.138888888888889 0.519480519480519 0.17741935483871 0.3 0.323529411764706 Contig884_166924
0.166666666666667 0.506493506493506 0.209677419354839 0.322222222222222 0.294117647058824 Contig884_188456
0.111111111111111 0.519480519480519 0.193548387096774 0.322222222222222 0.397058823529412 Contig884_189440
0.138888888888889 0.454545454545455 0.17741935483871 0.355555555555556 0.352941176470588 Contig884_189507
0.0555555555555556 0.532467532467532 0.209677419354839 0.288888888888889 0.352941176470588 Contig884_193165
0.111111111111111 0.798701298701299 0.741935483870968 0.922222222222222 0.882352941176471 Contig1381_25801
0.0833333333333333 0.584415584415584 0.387096774193548 0.355555555555556 0.308823529411765 Contig1381_36478
0.25 0.766233766233766 0.419354838709677 0.455555555555556 0.455882352941176 Contig1381_40119
0.388888888888889 1 0.887096774193548 1 0.970588235294118 Contig1381_42133
0.0555555555555556 0.512987012987013 0.145161290322581 0.277777777777778 0.235294117647059 Contig1381_65574
0.0833333333333333 0.188311688311688 0.145161290322581 0.144444444444444 0.176470588235294 Contig1381_87206
0.361111111111111 0.844155844155844 0.306451612903226 0.488888888888889 0.588235294117647 Contig1381_105481
0.0277777777777778 0.577922077922078 0.403225806451613 0.388888888888889 0.470588235294118 Contig1381_107801
0.333333333333333 0.428571428571429 0.0967741935483871 0.166666666666667 0.264705882352941 Contig2121_55505
0.472222222222222 0.62987012987013 0.467741935483871 0.422222222222222 0.514705882352941 Contig2121_58616
0.222222222222222 0.577922077922078 0.661290322580645 0.622222222222222 0.691176470588235 Contig2448_25569
0.472222222222222 0.155844155844156 0.225806451612903 0.244444444444444 0.338235294117647 Contig2449_54423
0.0833333333333333 0.331168831168831 0.387096774193548 0.277777777777778 0.25 Contig2512_26354
0.416666666666667 1 0.870967741935484 1 0.970588235294118 Contig2865_102952
0.0277777777777778 0.318181818181818 0.274193548387097 0.488888888888889 0.544117647058823 Contig2903_167848
0.0555555555555556 0.75974025974026 0.274193548387097 0.322222222222222 0.323529411764706 Contig3192_2844
0.694444444444444 0.194805194805195 0.709677419354839 0.488888888888889 0.661764705882353 Contig3192_5456
0.0833333333333333 0.805194805194805 0.32258064516129 0.366666666666667 0.323529411764706 Contig3192_9263
0.194444444444444 0.746753246753247 0.419354838709677 0.388888888888889 0.279411764705882 Contig3192_15570
0.277777777777778 0.824675324675325 0.435483870967742 0.422222222222222 0.338235294117647 Contig3192_30103
0.194444444444444 0.590909090909091 0.419354838709677 0.377777777777778 0.455882352941176 Contig3407_30736
0.166666666666667 0.662337662337662 0.741935483870968 0.788888888888889 0.632352941176471 Contig3625_15881
0.5 0.993506493506494 1 1 1 Contig3730_93398
0.0555555555555556 0.753246753246753 0.387096774193548 0.511111111111111 0.602941176470588 Contig3823_18013
0.0833333333333333 0.662337662337662 0.370967741935484 0.311111111111111 0.426470588235294 Contig3823_88168
0.0277777777777778 0.655844155844156 0.403225806451613 0.255555555555556 0.338235294117647 Contig3823_88424
0.0555555555555556 0.642857142857143 0.338709677419355 0.255555555555556 0.294117647058824 Contig3823_89148
0.111111111111111 0.785714285714286 0.5 0.511111111111111 0.691176470588235 Contig3823_91302
0.111111111111111 0.662337662337662 0.370967741935484 0.266666666666667 0.367647058823529 Contig3823_96225
0.111111111111111 0.649350649350649 0.354838709677419 0.266666666666667 0.382352941176471 Contig3823_98869
0.0833333333333333 0.642857142857143 0.354838709677419 0.266666666666667 0.382352941176471 Contig3823_98944
0.111111111111111 0.675324675324675 0.419354838709677 0.266666666666667 0.397058823529412 Contig3823_104741
0.194444444444444 0.74025974025974 0.32258064516129 0.411111111111111 0.514705882352941 Contig3823_104825
0.111111111111111 0.675324675324675 0.387096774193548 0.266666666666667 0.323529411764706 Contig3823_106342
0.0833333333333333 0.681818181818182 0.338709677419355 0.233333333333333 0.308823529411765 Contig3823_128961
0.444444444444444 0.616883116883117 0.241935483870968 0.333333333333333 0.367647058823529 Contig4156_41198
0.611111111111111 0.902597402597403 0.870967741935484 0.9 0.882352941176471 Contig5905_7374
0.0555555555555556 0.422077922077922 0.354838709677419 0.433333333333333 0.411764705882353 Contig5905_54849
0.0277777777777778 0.181818181818182 0.0645161290322581 0.0444444444444444 0.117647058823529 Contig6224_69918
0.0555555555555556 0.207792207792208 0.0967741935483871 0.0666666666666667 0.161764705882353 Contig6224_79859
0.194444444444444 0.441558441558442 0.225806451612903 0.344444444444444 0.323529411764706 Contig6509_17964
0.111111111111111 0.383116883116883 0 0.0555555555555556 0.0735294117647059 Contig6509_19289
0.111111111111111 0.636363636363636 0.629032258064516 0.711111111111111 0.661764705882353 Contig9216_1345
0.777777777777778 0.24025974025974 0.32258064516129 0.266666666666667 0.235294117647059 Contig9216_1641
0.805555555555556 0.201298701298701 0.387096774193548 0.277777777777778 0.308823529411765 Contig9216_1698
0.0555555555555556 0.642857142857143 0.387096774193548 0.533333333333333 0.529411764705882 Contig9268_22570
0.194444444444444 0.75974025974026 0.596774193548387 0.688888888888889 0.676470588235294 Contig9268_41377
0.222222222222222 0.0324675324675325 0.0161290322580645 0.111111111111111 0.0882352941176471 Contig9268_53297
0.0555555555555556 0.649350649350649 0.516129032258065 0.533333333333333 0.705882352941177 Contig9777_21621
0.0555555555555556 0.493506493506494 0.387096774193548 0.522222222222222 0.485294117647059 Contig9777_21860
0.0555555555555556 0.538961038961039 0.387096774193548 0.533333333333333 0.544117647058823 Contig9777_33590
0.111111111111111 0.571428571428571 0.419354838709677 0.544444444444444 0.544117647058823 Contig9777_34328
0.0555555555555556 0.337662337662338 0.0483870967741935 0.144444444444444 0.176470588235294 Contig13772_1108
0.166666666666667 0.62987012987013 0.209677419354839 0.211111111111111 0.279411764705882 Contig14716_1136
0.138888888888889 0.844155844155844 0.161290322580645 0.3 0.308823529411765 Contig15398_1402
0.361111111111111 0.844155844155844 0.306451612903226 0.388888888888889 0.397058823529412 Contig17524_429
0.277777777777778 0.688311688311688 0.306451612903226 0.344444444444444 0.323529411764706 Contig17524_483
0.0833333333333333 0.168831168831169 0.129032258064516 0.166666666666667 0.147058823529412 Contig38117_31089
0.694444444444444 0.376623376623377 0.32258064516129 0.344444444444444 0.426470588235294 Contig38162_147740
0.361111111111111 0.87012987012987 0.435483870967742 0.633333333333333 0.632352941176471 Contig38337_59663
0 0.253246753246753 0.112903225806452 0.144444444444444 0.102941176470588 Contig38395_58937
0.305555555555556 0.655844155844156 0.387096774193548 0.377777777777778 0.455882352941176 Contig38395_59535
0.722222222222222 0.733766233766234 0.612903225806452 0.577777777777778 0.529411764705882 Contig38395_64861
0.75 0.967532467532468 0.758064516129032 0.822222222222222 0.808823529411765 Contig38395_207739
0.5 0.194805194805195 0.387096774193548 0.266666666666667 0.25 Contig38403_63141
0.361111111111111 0.415584415584416 0.338709677419355 0.288888888888889 0.294117647058824 Contig38403_145589
0.972222222222222 0.558441558441558 0.790322580645161 0.644444444444444 0.602941176470588 Contig38647_33401
0.805555555555556 0.454545454545455 0.693548387096774 0.522222222222222 0.529411764705882 Contig38647_33490
0.138888888888889 0.792207792207792 0.580645161290323 0.677777777777778 0.75 Contig38701_31333
0 0.298701298701299 0.274193548387097 0.244444444444444 0.323529411764706 Contig38701_103038
0.861111111111111 0.87012987012987 0.806451612903226 0.888888888888889 0.955882352941177 Contig38766_115439
0.388888888888889 0.785714285714286 0.564516129032258 0.488888888888889 0.455882352941176 Contig38766_160456
0.527777777777778 0.746753246753247 0.661290322580645 0.711111111111111 0.705882352941177 Contig38851_78160
0.555555555555556 0.116883116883117 0.387096774193548 0.433333333333333 0.25 Contig39102_3460
0.972222222222222 0.480519480519481 0.564516129032258 0.777777777777778 0.764705882352941 Contig39117_41049
0.777777777777778 0.616883116883117 0.5 0.388888888888889 0.367647058823529 Contig39340_1150
0.5 0.785714285714286 0.338709677419355 0.5 0.514705882352941 Contig39416_62468
0.111111111111111 0.357142857142857 0.241935483870968 0.422222222222222 0.352941176470588 Contig39960_31738
0.555555555555556 0.123376623376623 0.709677419354839 0.577777777777778 0.588235294117647 Contig40025_3176
0.0833333333333333 0.37012987012987 0.161290322580645 0.3 0.176470588235294 Contig40099_79184
0.111111111111111 0.38961038961039 0.129032258064516 0.277777777777778 0.132352941176471 Contig40099_83676
0.222222222222222 0.720779220779221 0.645161290322581 0.588888888888889 0.676470588235294 Contig40131_89902
0.444444444444444 0.487012987012987 0.32258064516129 0.333333333333333 0.426470588235294 Contig40623_148438
0.638888888888889 0.779220779220779 0.887096774193548 0.8 0.808823529411765 Contig42961_53062
0.555555555555556 0.863636363636364 0.951612903225806 0.911111111111111 0.955882352941177 Contig43331_28378
0.277777777777778 0.850649350649351 0.580645161290323 0.677777777777778 0.558823529411765 Contig44328_19103
0.277777777777778 0.844155844155844 0.580645161290323 0.7 0.573529411764706 Contig44328_19372
0.138888888888889 0.207792207792208 0.145161290322581 0.111111111111111 0.0735294117647059 Contig44682_3948
0 0.116883116883117 0.032258064516129 0.0111111111111111 0.0147058823529412 Contig44682_31436
0.222222222222222 0.266233766233766 0.032258064516129 0.0333333333333333 0.0147058823529412 Contig45202_40660
0.75 0.941558441558442 0.564516129032258 0.644444444444444 0.705882352941177 Contig45973_32520
0.333333333333333 0.941558441558442 0.693548387096774 0.588888888888889 0.602941176470588 Contig46082_54738
0.138888888888889 0.753246753246753 0.387096774193548 0.533333333333333 0.558823529411765 Contig46636_23023
0.0555555555555556 0.37012987012987 0.338709677419355 0.411111111111111 0.397058823529412 Contig46700_8288
0.138888888888889 0.577922077922078 0.145161290322581 0.444444444444444 0.470588235294118 Contig46803_4891
0.111111111111111 0.681818181818182 0.209677419354839 0.466666666666667 0.470588235294118 Contig46803_27864
0.194444444444444 0.675324675324675 0.17741935483871 0.411111111111111 0.455882352941176 Contig46803_29555
0.111111111111111 0.519480519480519 0.225806451612903 0.466666666666667 0.5 Contig46803_36920
0.666666666666667 0.188311688311688 0.209677419354839 0.144444444444444 0.220588235294118 Contig46850_76443
0.194444444444444 0.772727272727273 0.806451612903226 0.833333333333333 0.764705882352941 Contig46850_76586
0.138888888888889 0.74025974025974 0.612903225806452 0.711111111111111 0.573529411764706 Contig46850_86542
0.5 0.311688311688312 0.516129032258065 0.444444444444444 0.367647058823529 Contig47431_3246
0.972222222222222 0.928571428571429 0.709677419354839 0.888888888888889 0.852941176470588 Contig47588_127374
0.472222222222222 0.811688311688312 0.483870967741935 0.633333333333333 0.676470588235294 Contig47588_173282
0.111111111111111 0.727272727272727 0.451612903225806 0.566666666666667 0.602941176470588 Contig47756_65996
0.333333333333333 0.87012987012987 0.532258064516129 0.688888888888889 0.676470588235294 Contig47756_66042
0.194444444444444 0.103896103896104 0.258064516129032 0.255555555555556 0.235294117647059 Contig47756_81075
0.0277777777777778 0.474025974025974 0.112903225806452 0.1 0.191176470588235 Contig47984_10970
0.444444444444444 0.987012987012987 1 1 1 Contig48098_23281
0.111111111111111 0.688311688311688 0.32258064516129 0.333333333333333 0.411764705882353 Contig48260_21554
0.194444444444444 0.668831168831169 0.419354838709677 0.444444444444444 0.558823529411765 Contig48260_34111
0.222222222222222 0.149350649350649 0.0645161290322581 0.0111111111111111 0.0147058823529412 Contig48332_19956
0.0277777777777778 0.688311688311688 0.387096774193548 0.477777777777778 0.485294117647059 Contig48332_24275
0.277777777777778 0.25974025974026 0.516129032258065 0.4 0.455882352941176 Contig48372_47267
0.305555555555556 0.818181818181818 0.774193548387097 0.711111111111111 0.647058823529412 Contig48547_88088
0.25 0.707792207792208 0.693548387096774 0.633333333333333 0.647058823529412 Contig48567_52422
0.194444444444444 0.772727272727273 0.67741935483871 0.633333333333333 0.544117647058823 Contig48567_67216
0.361111111111111 0.980519480519481 0.983870967741935 1 1 Contig48792_99906
0 0.584415584415584 0.0806451612903226 0.111111111111111 0.0882352941176471 Contig48792_176220
0.361111111111111 0.863636363636364 0.661290322580645 0.577777777777778 0.544117647058823 Contig49761_42423
0.583333333333333 0.441558441558442 0.354838709677419 0.333333333333333 0.323529411764706 Contig50156_4084
0.0555555555555556 0.324675324675325 0.32258064516129 0.455555555555556 0.382352941176471 Contig50156_67146
0.388888888888889 0.279220779220779 0.0806451612903226 0.111111111111111 0.147058823529412 Contig51372_34107
0.0277777777777778 0.590909090909091 0.483870967741935 0.355555555555556 0.382352941176471 Contig51372_88042
0.0277777777777778 0.61038961038961 0.5 0.333333333333333 0.352941176470588 Contig51372_88164
0.0277777777777778 0.422077922077922 0.483870967741935 0.244444444444444 0.205882352941176 Contig51372_91111
0.277777777777778 0.415584415584416 0.580645161290323 0.522222222222222 0.441176470588235 Contig51818_39063
0.25 0.0974025974025974 0 0.0111111111111111 0.0294117647058824 Contig51818_66886
0.111111111111111 0.448051948051948 0.145161290322581 0.2 0.117647058823529 Contig51875_97907
0.25 0.818181818181818 0.661290322580645 0.711111111111111 0.617647058823529 Contig52150_10937
0.111111111111111 0.305194805194805 0.32258064516129 0.233333333333333 0.308823529411765 Contig54163_60020
0.333333333333333 0.779220779220779 0.403225806451613 0.333333333333333 0.397058823529412 Contig54167_1511
0.694444444444444 0.155844155844156 0.370967741935484 0.377777777777778 0.397058823529412 Contig54177_7512
0.277777777777778 0.714285714285714 0.532258064516129 0.488888888888889 0.5 Contig54177_7564
0.25 0.694805194805195 0.516129032258065 0.466666666666667 0.544117647058823 Contig54177_7613
0.222222222222222 0.714285714285714 0.5 0.466666666666667 0.5 Contig54177_7817
0.222222222222222 0.62987012987013 0.5 0.5 0.529411764705882 Contig54177_13732
0.472222222222222 0.00649350649350649 0.129032258064516 0 0 Contig54343_9772
0.0277777777777778 0.454545454545455 0.225806451612903 0.211111111111111 0.161764705882353 Contig54858_4396
0.25 0.753246753246753 0.612903225806452 0.522222222222222 0.382352941176471 Contig54858_98070
0.194444444444444 0.779220779220779 0.564516129032258 0.544444444444444 0.441176470588235 Contig54858_98575
0.25 0.792207792207792 0.596774193548387 0.555555555555556 0.5 Contig54858_99749
0.222222222222222 0.376623376623377 0.82258064516129 0.844444444444444 0.867647058823529 Contig55826_16617
0.305555555555556 0.577922077922078 0.580645161290323 0.677777777777778 0.647058823529412 Contig55854_12560
0.333333333333333 0.558441558441558 0.580645161290323 0.666666666666667 0.647058823529412 Contig55854_12562
0.166666666666667 0.428571428571429 0.483870967741935 0.255555555555556 0.25 Contig56093_69526
0.305555555555556 0.324675324675325 0.129032258064516 0.0555555555555556 0.102941176470588 Contig56640_53252
0.138888888888889 0.636363636363636 0.387096774193548 0.555555555555556 0.426470588235294 Contig56989_31270
0.0833333333333333 0.538961038961039 0.258064516129032 0.433333333333333 0.352941176470588 Contig56989_33069
0.5 0.980519480519481 0.854838709677419 0.911111111111111 0.911764705882353 Contig56989_183507
0 0.818181818181818 0.548387096774194 0.666666666666667 0.573529411764706 Contig56995_25550
0.722222222222222 0.116883116883117 0.145161290322581 0.133333333333333 0.147058823529412 Contig56995_26164
0.222222222222222 0.493506493506494 0.580645161290323 0.411111111111111 0.617647058823529 Contig57069_100505
0.416666666666667 0.577922077922078 0.580645161290323 0.622222222222222 0.632352941176471 Contig57069_119528
0.0833333333333333 0.337662337662338 0.032258064516129 0.0888888888888889 0.25 Contig57160_41667
0.166666666666667 0.409090909090909 0.387096774193548 0.333333333333333 0.352941176470588 Contig57160_43781
0.861111111111111 0.694805194805195 0.564516129032258 0.577777777777778 0.647058823529412 Contig57275_128980
0.611111111111111 0.772727272727273 0.451612903225806 0.544444444444444 0.617647058823529 Contig58006_76975
0.166666666666667 0.649350649350649 0.435483870967742 0.377777777777778 0.25 Contig58307_6667
0.0833333333333333 0.525974025974026 0.32258064516129 0.277777777777778 0.323529411764706 Contig58619_15946
0.194444444444444 0.558441558441558 0.564516129032258 0.555555555555556 0.632352941176471 Contig58619_20341
0.0277777777777778 0.616883116883117 0.306451612903226 0.3 0.25 Contig58619_57129
0.0277777777777778 0.409090909090909 0.290322580645161 0.244444444444444 0.352941176470588 Contig58619_67436
0.0277777777777778 0.461038961038961 0.306451612903226 0.366666666666667 0.367647058823529 Contig58861_25058
0.222222222222222 0.850649350649351 0.645161290322581 0.733333333333333 0.617647058823529 Contig59803_47234
0.0833333333333333 0.766233766233766 0.580645161290323 0.7 0.573529411764706 Contig59803_48299
0.472222222222222 0.993506493506494 1 1 1 Contig59923_45936
0.583333333333333 0.993506493506494 1 1 1 Contig59923_46347
0.0277777777777778 0.75974025974026 0.870967741935484 0.988888888888889 0.970588235294118 Contig60118_27635
0 0.571428571428571 0.661290322580645 0.9 0.808823529411765 Contig60977_6082
0.611111111111111 0.694805194805195 0.838709677419355 0.833333333333333 0.720588235294118 Contig61048_79689
0.583333333333333 0.311688311688312 0.483870967741935 0.377777777777778 0.338235294117647 Contig62182_13296
0.805555555555556 0.337662337662338 0.580645161290323 0.544444444444444 0.617647058823529 Contig62591_11078
