pC1992 pC0000 pW0000 pS2005 pS2018 pS2021 cp
0.54 0.645161290322581 0.436842105263158 0.421052631578947 0.413461538461538 0.44 Contig97_112452
0.479166666666667 0.408730158730159 0.0245098039215686 0.0131578947368421 0 0 Contig104_91612
0.0227272727272727 0.0695652173913043 0.0617977528089888 0 0.0192307692307692 0 Contig270_17211
0.08 0.0564516129032258 0.176470588235294 0 0.0384615384615385 0.02 Contig527_39487
0.56 0.545081967213115 0.825842696629214 0.894736842105263 0.836734693877551 0.7875 Contig552_63063
0.22 0.256 0.785 0.157894736842105 0.423076923076923 0.49 Contig565_25660
0.8125 0.785714285714286 0.233009708737864 0.842105263157895 0.576923076923077 0.509803921568627 Contig565_41612
0.4375 0.409090909090909 0.801980198019802 0.276315789473684 0.403846153846154 0.45 Contig565_76406
0 0.0122950819672131 0.201030927835052 0.0263157894736842 0.00980392156862745 0.02 Contig607_24497
0.625 0.520491803278688 0.836734693877551 0.671052631578947 0.823529411764706 0.78125 Contig658_47181
0.25 0.221774193548387 0.785714285714286 0.539473684210526 0.519230769230769 0.441176470588235 Contig832_41061
0.12 0.182926829268293 0.52 0.197368421052632 0.317307692307692 0.387755102040816 Contig884_166924
0.12 0.169491525423729 0.50561797752809 0.210526315789474 0.326923076923077 0.294117647058824 Contig884_188456
0.104166666666667 0.178861788617886 0.510309278350515 0.184210526315789 0.323529411764706 0.348837209302326 Contig884_189440
0.125 0.183333333333333 0.505102040816326 0.189189189189189 0.323529411764706 0.36046511627907 Contig884_189507
0.104166666666667 0.146341463414634 0.50990099009901 0.197368421052632 0.317307692307692 0.372549019607843 Contig884_193165
0.1875 0.237704918032787 0.829787234042553 0.716216216216216 0.913461538461538 0.892156862745098 Contig1381_25801
0.104166666666667 0.144 0.57843137254902 0.342105263157895 0.326923076923077 0.306122448979592 Contig1381_36478
0.208333333333333 0.219512195121951 0.78125 0.434210526315789 0.413461538461538 0.444444444444444 Contig1381_40119
0.44 0.504032258064516 0.995049504950495 0.855263157894737 1 0.979166666666667 Contig1381_42133
0.0625 0.0685483870967742 0.5 0.171052631578947 0.259615384615385 0.244897959183673 Contig1381_65574
0.08 0.0564516129032258 0.198019801980198 0.144736842105263 0.125 0.15 Contig1381_87206
0.32 0.232 0.851485148514851 0.276315789473684 0.480769230769231 0.6 Contig1381_105481
0.02 0.0403225806451613 0.56 0.394736842105263 0.392156862745098 0.448979591836735 Contig1381_107801
0.291666666666667 0.166666666666667 0.44 0.0921052631578947 0.176470588235294 0.28 Contig2121_55505
0.434782608695652 0.34051724137931 0.606382978723404 0.445945945945946 0.401960784313726 0.511904761904762 Contig2121_58616
0.24 0.176 0.607843137254902 0.631578947368421 0.598039215686274 0.72 Contig2448_25569
0.38 0.378048780487805 0.139175257731959 0.236842105263158 0.221153846153846 0.288888888888889 Contig2449_54423
0.0833333333333333 0.12396694214876 0.338888888888889 0.368421052631579 0.254901960784314 0.255555555555556 Contig2512_26354
0.44 0.547619047619048 0.994623655913978 0.855263157894737 1 0.976744186046512 Contig2865_102952
0.0208333333333333 0.00413223140495868 0.287234042553192 0.297297297297297 0.520408163265306 0.573170731707317 Contig2903_167848
0.145833333333333 0.181818181818182 0.765625 0.302631578947368 0.333333333333333 0.321428571428571 Contig3192_2844
0.68 0.68 0.182291666666667 0.657894736842105 0.480769230769231 0.612244897959184 Contig3192_5456
0.12 0.172131147540984 0.768421052631579 0.302631578947368 0.336538461538462 0.329787234042553 Contig3192_9263
0.1875 0.21900826446281 0.752747252747253 0.407894736842105 0.413461538461538 0.317073170731707 Contig3192_15570
0.282608695652174 0.315573770491803 0.822916666666667 0.434210526315789 0.431372549019608 0.329787234042553 Contig3192_30103
0.25 0.231404958677686 0.580808080808081 0.364864864864865 0.394230769230769 0.446808510638298 Contig3407_30736
0.1875 0.278225806451613 0.655339805825243 0.763157894736842 0.807692307692308 0.676470588235294 Contig3625_15881
0.56 0.584677419354839 0.99 1 0.990384615384615 1 Contig3730_93398
0.104166666666667 0.0737704918032787 0.722772277227723 0.421052631578947 0.519607843137255 0.6 Contig3823_18013
0.0833333333333333 0.0524193548387097 0.663366336633663 0.368421052631579 0.278846153846154 0.377551020408163 Contig3823_88168
0.0833333333333333 0.0532786885245902 0.642857142857143 0.368421052631579 0.264705882352941 0.337837837837838 Contig3823_88424
0.0833333333333333 0.0515873015873016 0.661458333333333 0.368421052631579 0.269230769230769 0.357142857142857 Contig3823_89148
0.1875 0.148 0.792929292929293 0.526315789473684 0.519607843137255 0.58695652173913 Contig3823_91302
0.1 0.0569105691056911 0.670103092783505 0.368421052631579 0.288461538461538 0.395833333333333 Contig3823_96225
0.1 0.0551181102362205 0.651515151515151 0.368421052631579 0.278846153846154 0.375 Contig3823_98869
0.0833333333333333 0.0528455284552846 0.649484536082474 0.368421052631579 0.264705882352941 0.357142857142857 Contig3823_98944
0.1 0.06 0.668316831683168 0.368421052631579 0.278846153846154 0.394230769230769 Contig3823_104741
0.18 0.12109375 0.712871287128713 0.368421052631579 0.432692307692308 0.490196078431373 Contig3823_104825
0.1 0.0569105691056911 0.655 0.368421052631579 0.278846153846154 0.372340425531915 Contig3823_106342
0.1 0.0569105691056911 0.681818181818182 0.368421052631579 0.264705882352941 0.355555555555556 Contig3823_128961
0.42 0.376984126984127 0.615 0.276315789473684 0.336538461538462 0.392156862745098 Contig4156_41198
0.590909090909091 0.603603603603604 0.905263157894737 0.864864864864865 0.897959183673469 0.880434782608696 Contig5905_7374
0.0416666666666667 0.0241935483870968 0.440594059405941 0.328947368421053 0.432692307692308 0.336538461538462 Contig5905_54849
0.0416666666666667 0.0168067226890756 0.176136363636364 0.0789473684210526 0.05 0.105263157894737 Contig6224_69918
0.04 0.0198412698412698 0.198019801980198 0.0789473684210526 0.0673076923076923 0.107843137254902 Contig6224_79859
0.166666666666667 0.166666666666667 0.451456310679612 0.236842105263158 0.355769230769231 0.37 Contig6509_17964
